6.608071127367255215e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.279022537121479175e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.658351202887184961e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.619764401329207182e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.826714390238331820e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.904765952845855814e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.099467116952871137e+00,0.000000000000000000e+00,2.000000000000000000e+00
4.288887039582984784e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.508770786017300303e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.054028735615344381e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.495357486845217743e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.968307827287327783e+00,0.000000000000000000e+00,3.000000000000000000e+00
4.396179243669702252e+00,0.000000000000000000e+00,3.000000000000000000e+00
6.059038065403226092e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.899778546641230470e+00,0.000000000000000000e+00,3.000000000000000000e+00
8.539884194391024863e+00,0.000000000000000000e+00,3.000000000000000000e+00
6.372814759190559286e+00,0.000000000000000000e+00,4.000000000000000000e+00
2.545472270115539892e+00,0.000000000000000000e+00,4.000000000000000000e+00
7.411101096395945831e+00,0.000000000000000000e+00,4.000000000000000000e+00
5.826365123069836116e+00,0.000000000000000000e+00,5.000000000000000000e+00
5.512777241483352242e+00,0.000000000000000000e+00,5.000000000000000000e+00
4.809305393817782992e+00,0.000000000000000000e+00,5.000000000000000000e+00
9.061516519084561239e+00,0.000000000000000000e+00,5.000000000000000000e+00
3.887896217530655285e+00,0.000000000000000000e+00,5.000000000000000000e+00
3.376073561730180472e+00,0.000000000000000000e+00,6.000000000000000000e+00
2.405522494879621664e+00,0.000000000000000000e+00,6.000000000000000000e+00
7.055701622178078836e+00,0.000000000000000000e+00,6.000000000000000000e+00
4.169867313390166252e+00,0.000000000000000000e+00,6.000000000000000000e+00
7.271916600091299365e-01,0.000000000000000000e+00,6.000000000000000000e+00
2.218232689624951348e+00,0.000000000000000000e+00,6.000000000000000000e+00
2.170124313396954108e+00,0.000000000000000000e+00,7.000000000000000000e+00
7.295377494590862710e+00,0.000000000000000000e+00,7.000000000000000000e+00
2.005897008028281192e+00,0.000000000000000000e+00,7.000000000000000000e+00
7.989285358884083088e+00,0.000000000000000000e+00,7.000000000000000000e+00
9.433478426050371013e+00,0.000000000000000000e+00,7.000000000000000000e+00
7.001911540331197337e+00,0.000000000000000000e+00,7.000000000000000000e+00
8.516258843738208739e+00,0.000000000000000000e+00,7.000000000000000000e+00
3.320700427772856678e+00,0.000000000000000000e+00,9.000000000000000000e+00
1.801041634691946669e+00,0.000000000000000000e+00,9.000000000000000000e+00
8.457336535608519057e+00,0.000000000000000000e+00,9.000000000000000000e+00
6.693485019825727633e+00,0.000000000000000000e+00,9.000000000000000000e+00
5.056376736265876026e+00,0.000000000000000000e+00,9.000000000000000000e+00
4.478111378611741245e+00,0.000000000000000000e+00,9.000000000000000000e+00
4.615530646936464976e+00,0.000000000000000000e+00,1.000000000000000000e+01
6.799452709498137182e+00,0.000000000000000000e+00,1.000000000000000000e+01
1.008252022656064284e-01,0.000000000000000000e+00,1.000000000000000000e+01
2.555504850283283336e+00,0.000000000000000000e+00,1.000000000000000000e+01
2.880709996872199419e+00,0.000000000000000000e+00,1.100000000000000000e+01
8.311008102337957837e+00,0.000000000000000000e+00,1.100000000000000000e+01
6.004328039630965286e+00,0.000000000000000000e+00,1.100000000000000000e+01
9.747648412697913045e+00,0.000000000000000000e+00,1.100000000000000000e+01
1.168097984608601481e+00,0.000000000000000000e+00,1.200000000000000000e+01
9.390526341308941483e+00,0.000000000000000000e+00,1.200000000000000000e+01
1.859984112777376408e+00,0.000000000000000000e+00,1.200000000000000000e+01
6.582923785469997568e+00,0.000000000000000000e+00,1.200000000000000000e+01
5.367487661856921832e+00,0.000000000000000000e+00,1.200000000000000000e+01
7.625350046206296639e+00,0.000000000000000000e+00,1.300000000000000000e+01
7.213658436579701849e+00,0.000000000000000000e+00,1.300000000000000000e+01
5.388475097841283201e+00,0.000000000000000000e+00,1.300000000000000000e+01
1.315139702116385756e-01,0.000000000000000000e+00,1.300000000000000000e+01
7.727588525371596795e+00,0.000000000000000000e+00,1.300000000000000000e+01
7.263347963723841616e+00,0.000000000000000000e+00,1.400000000000000000e+01
2.215327315877125613e+00,0.000000000000000000e+00,1.400000000000000000e+01
6.162005578621075230e+00,0.000000000000000000e+00,1.400000000000000000e+01
3.881345286047581666e+00,0.000000000000000000e+00,1.500000000000000000e+01
6.086876203716520273e+00,0.000000000000000000e+00,1.500000000000000000e+01
1.607524227092328450e+00,0.000000000000000000e+00,1.500000000000000000e+01
5.965709455300313380e+00,0.000000000000000000e+00,1.500000000000000000e+01
9.116103953447524333e+00,0.000000000000000000e+00,1.500000000000000000e+01
3.997698619719193047e+00,0.000000000000000000e+00,1.500000000000000000e+01
6.350075814587301082e+00,0.000000000000000000e+00,1.600000000000000000e+01
